code,name,very_good,good,very_poor
G84001,DR HEATHCOTE & PARTNERS,0.499687591,0.310535212,0.031885923
G84002,DYSART SURGERY,0.529840333,0.324526712,0.009595394
G84003,LINKS MEDICAL PRACTICE,0.366484483,0.380679054,0.037477312
G84004,STOCK HILL SURGERY,0.389065542,0.372966929,0.013224922
G84005,DERRY DOWNS SURGERY,0.242989167,0.330269445,0.007263317
G84006,SUMMERCROFT SURGERY,0.367231475,0.396940429,0.006922191
G84007,POVEREST MEDICAL CENTRE,0.463425273,0.286639114,0
G84008,MANOR ROAD SURGERY,0.380204911,0.390859082,0.013890054
G84009,FAMILY SURGERY,0.689650396,0.239068757,0.013792672
G84010,CHISLEHURST MEDICAL PRACTICE,0.635015756,0.221656037,0.006055092
G84011,EDEN PARK SURGERY,0.630271097,0.215980485,0.010989671
G84013,ST MARY CRAY PRACTICE,0.277654784,0.310616789,0.008164621
G84015,STATION ROAD SURGERY,0.564382331,0.316164966,0.020115437
G84016,LONDON LANE CLINIC,0.449388478,0.311771857,0
G84017,ADDINGTON ROAD SURGERY,0.567610556,0.290878112,0
G84018,CORNERWAYS SURGERY,0.539559829,0.326041524,0
G84019,BROOMWOOD SURGERY,0.174501649,0.373881638,0.014036202
G84020,CHELSFIELD SURGERY,0.466177396,0.306485396,0
G84021,CHARTERHOUSE SURGERY,0.604347752,0.33265742,0
G84022,TRINITY MEDICAL CENTRE,0.254887062,0.3538565,0.024441402
G84023,SOUTHBOROUGH LANE SURGERY,0.472426053,0.315524565,0.024920107
G84024,BROMLEY COMMON PRACTICE,0.492368961,0.285640087,0.016448384
G84025,PARK GROUP PRACTICE,0.281992531,0.407923167,0.04259185
G84027,ELM HOUSE SURGERY,0.722472752,0.22309915,0
G84028,ST JAMES' PRACTICE,0.612983161,0.220920181,0
G84029,ROBIN HOOD SURGERY,0.297038049,0.389738136,0.021728211
G84030,FORGE CLOSE SURGERY,0.579846394,0.321262583,0
G84032,KNOLL RISE SURGERY,0.434273885,0.26977335,0.022345036
G84033,PICKHURST SURGERY,0.363091717,0.353586999,0
G84034,SEVENOAKS ROAD SURGERY,0.225835375,0.366411368,0.028366974
G84035,TUDOR WAY SURGERY,0.32908004,0.299137049,-98
G84037,DR MATTHEWS & PARTNER,0.476692012,0.32239005,0.042154097
G84039,NORHEADS LANE SURGERY,0.529732553,0.271036504,0
G84040,BALLATER SURGERY,0.502703035,0.285463226,0
G84041,GILLMANS ROAD SURGERY,0.348293924,0.230104484,0.040912689
G84602,PICKHURST LANE SURGERY,-97,-97,-97
G84604,HIGHLAND ROAD SURGERY,0.277990347,0.305191541,0.011778322
G84607,WICKHAM PARK SURGERY,0.638593866,0.278883374,0
G84609,BANK HOUSE SURGERY,0.481939749,0.292302702,0.00942388
G84613,DR DAVDA SURGERY,-97,-97,-97
G84619,GRAHAM BECKER SURGERY,0.635022836,0.244757445,0.04615316
G84621,WHITEHOUSE SURGERY,0.321117449,0.41869997,0.006358553
G84624,ANERLEY SURGERY,0.356965553,0.156458999,0.020266371
G84625,OAKFIELD SURGERY,0.258714786,0.316801125,0.026104419
G84627,GREEN STREET GREEN MED CT,0.612210645,0.242659086,-98
G84628,CROSS HALL SURGERY,0.24223298,0.281117053,0.050209344
G84629,SUNDRIDGE MEDICAL CENTRE,0.608993139,0.219954072,0.020617091
G84630,CRESCENT SURGERY,0.672139386,0.183584602,0
G85001,FOREST HILL GROUP PRACTICE,0.369254624,0.442991415,0.027717658
G85002,STREATHAM HIGH PRACTICE,0.575991702,0.321245045,0.020054876
G85003,BELMONT HILL SURGERY,0.422486658,0.350599389,0
G85004,THE JENNER PRACTICE,0.557584454,0.346094363,0
G85005,SOUTH LEWISHAM GROUP PRACTICE,0.551692439,0.338462158,0.019215231
G85006,DR I SALAU'S PRACTICE,0.339271998,0.274507116,0.01697176
G85007,DR A ULLAH'S PRACTICE,0.554703043,0.267705834,0.027644041
G85008,DR S SHRI-KRISHNAPALASURIYAR'S PRACTICE,0.442042495,0.253458989,0.049954928
G85009,ST JAMES CHURCH SURGERY,0.555833847,0.241667796,0
G85010,DR SHEILA SANTAMARIA,0.424927338,0.317419803,0
G85011,CLAPHAM FAMILY PRACTICE,0.435472591,0.393711213,0.015802689
G85012,AYLESBURY PARTNERSHIP - THURLOW ST.,0.535684921,0.277304351,0.019390255
G85013,DR RS DURSTON'S PRACTICE,0.765996409,0.174067854,0.024905053
G85014,STREATHAM COMMON GROUP PRACTICE,0.454805705,0.346934657,0.0301446
G85015,THE QRP SURGERY,0.480000813,0.317423881,0.033005435
G85016,HERNE HILL GROUP PRACTICE,0.604573715,0.307250052,0.009240329
G85019,TRAFALGAR SURGERY,0.429802053,0.344289533,0.012796601
G85020,DR AK JAIN'S PRACTICE,0.201169463,0.388480179,0.007158089
G85021,DR. MASTERTON'S SURGERY,0.425762912,0.350226582,0.036214385
G85022,CROWN DALE MEDICAL CENTRE,0.490581182,0.31331542,0
G85023,LEWISHAM MEDICAL CENTRE,0.399972053,0.250659131,0.08285397
G85024,SYDENHAM GREEN GROUP PRACTICE,0.509604561,0.355458648,0.021170488
G85025,BRIXTON HILL GROUP PRACTICE,0.433884597,0.377666739,0.019377964
G85026,CLIFTON RISE FAMILY PRACTICE,0.494693465,0.241390601,0.052068558
G85027,DR IRJ MACDONAGH'S PRACTICE,0.311102848,0.413993902,0.010752081
G85028,STOCKWELL GROUP PRACTICE,0.565208713,0.288585398,0.046134411
G85029,FALMOUTH ROAD GROUP PRACTICE,0.372155539,0.327438319,0
G85030,CONCORDIA PARKSIDE,0.514685067,0.234328588,0
G85031,DMC CHADWICK ROAD,0.553106357,0.222463955,0.036283266
G85032,TORRIDON ROAD MEDICAL PRACTICE,0.429265002,0.291607256,0.018649346
G85034,PRINCESS STREET GROUP PRACTICE,0.674026923,0.239502123,0
G85035,MORDEN HILL SURGERY,0.710204383,0.217509339,0
G85036,BARING ROAD MEDICAL CENTRE,0.367657353,0.38844402,0.00526252
G85038,ST JOHN'S MEDICAL CENTRE,0.530079339,0.379456381,0.011537372
G85039,PAXTON GREEN GROUP PRACTICE,0.677131195,0.238437178,0.010780869
G85040,QUEENS RD PHS PRACTICE,0.462272735,0.285627239,0.011212035
G85041,PALACE ROAD SURGERY,0.538992247,0.320912717,0
G85042,ST GILES SURGERY,0.557668522,0.272790037,0.026096178
G85044,VALLEY ROAD SURGERY,0.593754055,0.276229955,0.015747467
G85045,HETHERINGTON GROUP PRACTICE,0.553228761,0.279321251,0
G85046,DR RA LUMB'S PRACTICE,0.688805735,0.253534683,0
G85047,THE KNIGHTS HILL SURGERY,0.360790277,0.294949845,0.057819181
G85048,THE BROCKLEY ROAD SURGERY,0.500583104,0.326686701,0.026786702
G85050,SIR JOHN KIRK CLOSE SURGERY,0.542888426,0.267124206,0.006727306
G85051,ELM LODGE SURGERY,0.613380364,0.322887347,0
G85052,OLD KENT ROAD SURGERY,0.601345657,0.284818592,0.010767203
G85053,HURLEY CLINIC,0.357637005,0.429965156,0.010384606
G85054,LAMBETH WALK GROUP PRACTICE,0.510121279,0.341030616,0.029626778
G85055,HILLY FIELDS MEDICAL CENTRE,0.547098038,0.270987042,0.015055574
G85057,THE DOWNHAM CLINIC,0.415443161,0.292221893,0.041684086
G85060,DR IRANI,0.455578748,0.212943821,0.026747746
G85061,WOOLSTONE MEDICAL CENTRE,0.58696371,0.280144871,0.030276066
G85065,MOORSIDE CLINIC,0.450976188,0.324527712,0.056192883
G85073,VASSALL MEDICAL CENTRE,0.637304748,0.249937797,0.017527528
G85076,NEW CROSS HEALTH CENTRE,0.531307887,0.339812596,0
G85078,MYATTS FIELD HEALTH CENTRE,0.513526866,0.314919615,0
G85081,DR PGV MORANT'S PRACTICE,0.280208491,0.389884013,0.030764086
G85082,DR RHK SINHA'S PRACTICE,0.3755967,0.354662008,0.021975649
G85083,SANDMERE ROAD PRACTICE,0.738632811,0.131076473,0.037600479
G85084,PENROSE SURGERY,0.476775531,0.334073338,0.02078054
G85085,GROVE MEDICAL CENTRE,0.431811289,0.379502187,0.016215842
G85086,THE SOUTH LAMBETH RD PRACTICE,0.512516436,0.35382525,0.009916413
G85087,SILVERLOCK,0.469468028,0.277555569,0.007592815
G85088,BRIXTON WATER LANE PRACTICE,0.362144567,0.45674357,0
G85089,HONOR OAK GROUP PRACTICE,0.450626474,0.391437617,0.057390407
G85091,THE THREE ZERO SIX MEDICAL CENTRE,0.399173392,0.390569815,0.005629515
G85094,BERMONDSEY AND LANSDOWNE MEDICAL MISSION,0.546781618,0.313026965,0.021390542
G85095,MANOR PLACE SURGERY,0.463797241,0.407141429,0.017660483
G85096,THE VALE SURGERY,0.43992981,0.261950167,0.038391217
G85097,THE GRANGE ROAD PRACTICE,0.352787143,0.421878429,0.009035523
G85099,WINLATON SURGERY,0.478341681,0.205929794,0.080556646
G85100,BECKETT HOUSE PRACTICE,0.411007794,0.414264222,0.008325758
G85102,THE VAUXHALL SURGERY,0.654291406,0.181337338,-98
G85104,DR YD MALIK'S PRACTICE,0.584301903,0.208742026,0.037394933
G85105,DR R BERMAN'S PRACTICE,0.539420744,0.259081581,0.009069819
G85106,DR KK MISRA'S PRACTICE,0.336893252,0.354438621,0.049646342
G85109,CLAPHAM PARK GROUP PRACTICE,0.573275596,0.335156902,0
G85112,THE HAMBLEDEN CLINIC,0.418771038,0.329954359,0.032393404
G85113,NORWOOD SURGERY,0.369348528,0.289581893,0.044509166
G85114,WELLS PARK PRACTICE,0.329455615,0.284846663,0.028861916
G85118,HURLEY GROUP AT STREATHAM PLACE,0.332538396,0.319761245,0.02081612
G85119,STERNHALL LANE SURGERY,0.510837964,0.374399151,0.031745381
G85120,TRIANGLE GROUP PRACTICE,0.272583545,0.314448044,0.041932892
G85121,AT PARKVIEW SURGERY,0.414721819,0.290281234,0.011537216
G85123,BINFIELD ROAD SURGERY,0.531001181,0.337256112,0.035684077
G85124,BELLINGHAM GREEN SURGERY,0.665512847,0.258854761,0.028561804
G85125,PARK MEDICAL CENTRE,0.620706702,0.266102619,0.019616714
G85127,THE CORNER SURGERY,0.425395378,0.356646732,-98
G85129,THE DEERBROOK SURGERY,0.394900701,0.328377191,0.021314907
G85130,MAWBEY GROUP PRACTICE,0.557188611,0.357948412,0.020535853
G85132,MELBOURNE GROVE,0.27421728,0.258309622,0.009719978
G85133,THE TULSE HILL PRACTICE,0.464210496,0.297096216,0.032429388
G85134,DR P ARUMUGARAASAH'S PRACTICE,0.386963062,0.472200535,0.014205607
G85135,IVEAGH HOUSE SURGERY,0.554884613,0.315606682,0.035527638
G85136,WATERLOO HEALTH CENTRE,0.573782043,0.338323062,0.049200576
G85137,BROCKWELL PARK SURGERY,0.685368168,0.216280039,0.012022938
G85138,ALBION STREET GROUP PRACTICE,0.553105223,0.314425566,0.012527769
G85618,THE COURTYARD SURGERY,0.410427088,0.34959599,0.026938909
G85623,BERMONDSEY SPA MEDICAL CENTRE,0.457205649,0.283521458,0.021124622
G85632,THE VILLA STREET MEDICAL CENTRE,0.568956802,0.249963625,0.013615183
G85633,RUSHEY GREEN GP,0.392049371,0.347331936,0.033954367
G85642,DR SS CHUDHA'S PRACTICE,0.540092511,0.311822531,0
G85644,THE GARDENS SURGERY,0.47484982,0.368318195,0
G85647,THE EXCHANGE SURGERY,0.531950083,0.272993476,0.0074492
G85650,ELFRIDA SURGERY,0.458622381,0.15660807,0.290719015
G85651,THE DULWICH MEDICAL CENTRE,0.360804718,0.376489514,0
G85662,THE STREATHAM HILL GROUP PRACTICE,0.361778211,0.311330882,0.056753262
G85673,SPRINGFIELD PRIMARY CARE CENTRE,0.527437909,0.249570462,0.046559391
G85674,GRAFTON SQUARE SURGERY,0.614465914,0.231106495,0.058733126
G85677,BALDRY GARDENS FAMILY PRACTICE,0.356766716,0.350565709,0
G85681,THE LORDSHIP LANE SURGERY,0.23847379,0.321503716,0
G85682,DR. GUNASUNTHARAM SURGERY,0.514659216,0.317190193,0.005154357
G85685,THE NUNHEAD SURGERY,0.683011921,0.215898856,0.021380423
G85690,HERNE HILL ROAD MEDICAL PRACTICE,0.653222452,0.242644401,0.050535451
G85692,SURREY DOCKS HEALTH CENTRE,0.452469915,0.388914207,0.035423273
G85695,APMS SOLUTIONS LTD,0.491397507,0.251787577,0.010645439
G85696,DR J ISRAEL'S PRACTICE,0.593689106,0.235266044,0.006139891
G85698,AMERSHAM VALE TRAINING PRACTICE,0.654481705,0.184342102,-98
G85699,DR S LINGARAJAH'S PRACTICE,0.526222274,0.258078434,0.02891516
G85700,DR IVOR FERREIRA,0.435281475,0.234896222,0
G85703,MUIRKIRK SURGERY,0.42624685,0.239814587,0.04880707
G85705,THE NEW MILL STREET SURGERY,0.410533444,0.309712868,0
G85706,THE ROSENDALE SURGERY,0.409109986,0.423650035,0
G85707,EAST DULWICH PRIMARY CARE CENTRE,0.452804517,0.273771006,0.077382767
G85708,DR CURRAN & PARTNERS,0.482183426,0.389989708,0.024241161
G85711,DEPTFORD SURGERY,0.395600589,0.457863681,0
G85712,DR R KADHIM'S PRACTICE,0.221432843,0.346183346,0.034098395
G85713,BOUNDFIELD SURGERY,0.523014707,0.230688917,0.060116699
G85715,HURLEY GROUP PRACTICE,0.492301626,0.325788802,0.010475695
G85716,OAKVIEW,0.568582957,0.323967067,-98
G85717,DR BK BATRA'S PRACTICE,0.457762714,0.374342351,0.020387415
G85718,DR OA SARKER'S PRACTICE,0.386871753,0.195930861,0
G85719,DR SLC LEE'S PRACTICE,0.639005402,0.181665869,0.024048016
G85721,DR AT BRADFORD'S PRACTICE,0.678488884,0.240923546,0
G85722,DR NO UDUKU'S PRACTICE,0.368080165,0.347924887,0.020108141
G85723,DR SMS HOSSAIN'S PRACTICE,0.474689927,0.295402563,0
G85724,EDITH CAVELL PRACTICE,0.479859095,0.328773459,0.022148629
G85726,ST GILES SURGERY DR PATEL,0.388599753,0.317512362,0.031555033
G85727,NIGHTINGALE SURGERY,0.493683299,0.310588568,0.025645475
G85736,DR MOG SARDER'S PRACTICE,0.622063573,0.184080872,0.058163433
H81002,KNOWLE GREEN SURGERY,0.416567375,0.388785205,0.009294001
H81003,SUNBURY HEALTH CENTRE,0.401013722,0.338340094,0.023308328
H81004,SHEPPERTON MEDICAL PRACTICE,0.475178396,0.390820573,0.013652408
H81005,POND TAIL SURGERY,0.517848235,0.316153865,0
H81006,AUSTEN ROAD SURGERY,0.696270984,0.170949315,-98
H81007,DE SOUZA & PARTNERS,0.543127143,0.292816694,0.012702001
H81009,STUDHOLME MEDICAL CENTRE,0.507387706,0.399238639,0.027122509
H81010,GUILDOWNS,0.471931916,0.355482253,0.00982506
H81011,NORK CLINIC,0.412694056,0.330247675,0.018715683
H81013,FRIMLEY GREEN MEDICAL CTR,0.587681373,0.327841528,0.006484303
H81015,CHOBHAM & WEST END MEDICAL PRACTICE,0.564090801,0.249255409,0.040936956
H81016,FAIRFIELD MEDICAL CENTRE,0.354921124,0.411096555,0.012779443
H81017,ASHLEA MEDICAL PRACTICE,0.577089682,0.303163408,0.010076411
H81019,SUNNY MEED SURGERY,0.513533545,0.343601326,0.021798817
H81020,FORT HOUSE SURGERY,0.729847298,0.204616876,0.006638942
H81021,THE MILL MEDICAL PRACTICE,0.662818236,0.245164782,-98
H81022,CHIDDINGFOLD SURGERY,0.653379077,0.244520364,-98
H81023,LINGFIELD SURGERY,0.282673798,0.359613573,0.0316764
H81024,GOLDSWORTH PARK HEALTH CENTRE,0.36509957,0.283880111,0.022676649
H81025,ST JOHN'S FAMILY PRACTICE,0.418870993,0.328692782,0.034860192
H81026,BINSCOMBE MEDICAL CENTRE,0.581570617,0.323068197,0.005939379
H81027,THE FERNS MEDICAL PRACTICE,0.632143123,0.309582677,0
H81028,DORKING MEDICAL PRACTICE,0.603889521,0.320962638,0.01500595
H81029,DAPDUNE HOUSE SURGERY,0.585489128,0.33395021,0
H81030,GREYSTONE HOUSE SURGERY,0.457412919,0.373753109,0
H81031,WITLEY SURGERY,0.760776742,0.159918138,0.008538963
H81032,HEATHCOT MEDICAL PRACTICE,0.44971427,0.374320952,0.048374708
H81033,ABBEY PRACTICE,0.496000312,0.359808648,0.01682706
H81034,LYNCH MEDICAL CENTRE,0.453735882,0.373966422,-98
H81035,MERROW PARK SURGERY,0.65979721,0.271867599,0
H81036,PARISHES BRIDGE MED.PRACT,0.473276484,0.358047668,0.006880905
H81037,BIRCHWOOD MEDICAL PRACTICE,0.408049331,0.292800555,0
H81038,LITTLETON SURGERY,0.540372533,0.287581821,0.034374014
H81039,PARK HOUSE SURGERY,0.611222073,0.304205189,0.008221948
H81040,STATION ROAD SURGERY,0.535605829,0.316196572,0.014345669
H81041,SOUTH VIEW SURGERY,0.415935493,0.394288128,0.025675098
H81042,CROUCH OAK FAMILY PRACTICE,0.391186177,0.341571422,0.039639186
H81043,WONERSH SURGERY,0.620130421,0.274142924,-98
H81044,SPRINGFIELD SURGERY,0.642498509,0.271073797,0.009214836
H81045,CATERHAM VALLEY MED.PRACT,0.54356197,0.33948956,0
H81046,WAYSIDE MEDICAL PRACTICE,0.519732034,0.325707809,0
H81047,RUNNYMEDE MEDICAL PRACTICE,0.495525279,0.302829301,0
H81048,HOLMHURST MEDICAL CENTRE,0.320306897,0.422285119,0.021168628
H81050,WEY FAMILY PRACTICE,0.501642442,0.467770914,0
H81051,DERBY MEDICAL CENTRE,0.517605574,0.347888625,0
H81052,CRANLEIGH MEDICAL PRACTICE,0.439665774,0.407668975,0.024012127
H81053,VILLAGES MEDICAL CTR,0.707753645,0.216135967,0.041514713
H81054,BRIDGE PRACTICE,0.512364097,0.298724041,0.005141221
H81055,THE HAWTHORNS SURGERY,0.756507064,0.168466063,0.019090803
H81056,OXTED HEALTH CENTRE,0.425336532,0.387296188,0.012360171
H81057,FORDBRIDGE MEDICAL CENTRE,0.329838692,0.440338166,0.009505083
H81058,WOODLANDS ROAD MEDICAL CENTRE,0.484493684,0.326935318,0.032197136
H81060,TOWNHILL MEDICAL PRACTICE,0.472243456,0.388125848,0.005824469
H81061,HILLVIEW MEDICAL CENTRE,0.526634379,0.335127211,0.017505737
H81062,HASLEMERE HEALTH CENTRE,0.564722314,0.374359601,0.01017835
H81064,FAIRLANDS PRACTICE,0.544727873,0.330871651,0.006518453
H81065,HERSHAM SURGERY,0.534230235,0.29499559,0.044337577
H81066,GROVE MEDICAL CENTRE,0.519354415,0.320965639,0.021330654
H81067,COBHAM HEALTH CENTRE,0.441321,0.389201782,-98
H81068,BROCKWOOD MEDICAL PRACTICE,0.666882083,0.216277851,0.029207576
H81069,PARK ROAD SURGERY,0.465592378,0.341429768,0.036878369
H81070,HEATHCOTE MEDICAL CENTRE,0.359255844,0.387737768,0.028397418
H81071,ASHLEY CENTRE SURGERY,0.601380426,0.290767831,0
H81072,MEDWYN SURGERY,0.599738007,0.243063953,0.028879009
H81073,CHURCH STREET PRACTICE,0.525638987,0.361224147,0.005900151
H81074,ST STEPHENS HOUSE SURGERY,0.623435423,0.287865547,0
H81075,UPPER GORDON ROAD SURGERY,0.607127949,0.270702593,0.009169874
H81076,GRAYSHOTT SURGERY,0.541036952,0.337142527,0.00593233
H81077,SHERE SURGERY/DISPENSARY,0.828546653,0.117535271,0.005276963
H81078,GLENLYN MEDICAL CENTRE,0.511352833,0.343393056,0
H81079,STAINES THAMESIDE MEDICAL,0.614771637,0.283562065,0.016340318
H81080,LONGCROFT CLINIC,0.247947274,0.319048936,0
H81081,TADWORTH MEDICAL CENTRE,0.383218815,0.483577591,0.016579729
H81082,CAMBERLEY HEALTH CENTRE,0.418401468,0.365803671,0.059887499
H81083,MOAT HOUSE,0.607039095,0.285102778,0.0194573
H81084,EAST HORSLEY MEDICAL CTR,0.564817097,0.349262271,0.017487622
H81085,ST.LUKE'S SURGERY,0.673012661,0.287687418,0
H81086,THORKHILL SURGERY,0.514753602,0.296048962,0.010659444
H81087,ST DAVID'S FAMILY PRACTICE,0.525258085,0.285416363,-98
H81088,DOWNING STREET SURGERY,0.445182585,0.368949133,0.019705722
H81089,WALL HOUSE,0.492952465,0.406336183,-98
H81090,WOODBRIDGE HILL SURGERY,0.354565043,0.376239539,0.015604445
H81091,SPRING STREET SURGERY,0.662866041,0.238688766,0.020789989
H81093,GIBSON,0.16216817,0.300424469,0.040968268
H81094,ARNOLD & PARTNERS,0.364522187,0.388804453,-98
H81095,DR DM NGUYEN,0.361615443,0.301424014,0.030225167
H81097,O'DONNELL & PARTNERS,0.579526474,0.336069983,0.013321291
H81099,ESHER GREEN SURGERY,0.325726868,0.483450665,0
H81101,WHYTELEAFE SURGERY,0.60946903,0.225673582,0.03160217
H81103,EASTWICK PARK MED.PRACT.,0.508506089,0.299961001,-98
H81104,STANWELL ROAD SURGERY,0.420691356,0.360799044,0
H81106,NORTH HOLMWOOD SURGERY,0.604217726,0.327421013,0.02293969
H81107,OXSHOTT MEDICAL PRACTICE,0.543100952,0.343289839,0
H81109,CAPELFIELD SURGERY,0.553883315,0.24004848,-98
H81110,HOLLY TREE SURGERY,0.73081677,0.224166042,0
H81111,PACKERS,0.82600441,0.12982881,0.015187285
H81113,LEITH HILL PRACTICE,0.816869401,0.152135152,0.020722223
H81116,ELIZABETH HOUSE MEDICAL PRACTICE,0.802110914,0.170206631,0
H81118,AURIOL MEDICAL PRACTICE,0.581307433,0.283166701,0.006111896
H81119,WARLINGHAM GREEN MED PRAC,0.444520692,0.34223192,0.011643396
H81122,HYTHE MEDICAL CENTRE SURGERY,0.363180474,0.374753207,0
H81123,SHEERWATER HEALTH CENTRE,0.552595785,0.23953867,0.027865777
H81125,GIGGS HILL SURGERY,0.457807074,0.365242714,0.019406339
H81126,TATTENHAM HEALTH CENTRE,0.726587665,0.200696818,0.006059201
H81128,VINE MEDICAL CENTRE,0.606160244,0.243374502,0.009496009
H81129,OLD VICARAGE,0.91970488,0.05966911,-98
H81130,LIGHTWATER SURGERY,0.534939174,0.268712519,0
H81131,DR GE LEWIS,0.283433834,0.430686195,0.010159465
H81132,GUILDFORD RIVERS PRACTICE,0.592041204,0.248732459,0.029359483
H81133,THE INTEGRATED CARE PARTNERSHIP,0.547465876,0.344703943,0.009643251
H81134,STAINES HEALTH GROUP,0.651426115,0.203813985,0.039930588
H81611,RIVERBANK SURGERY,0.693892992,0.190163921,0.022508925
H81613,STONELEIGH SURGERY,0.525033957,0.313041664,0.007717673
H81615,FARNHAM DENE MEDICAL PRACTICE,0.717510879,0.189186231,0
H81618,MOLEBRIDGE PRACTICE,0.474974234,0.31278717,0.023775347
H81620,HEATHERSIDE SURGERY,0.765904303,0.147512445,0.008554285
H81622,OLD DEAN SURGERY,0.52418676,0.256579419,0.024830788
H81632,THE ORCHARD SURGERY,0.605602471,0.29069321,0
H81638,SMALLFIELD SURGERY,0.851236309,0.136018755,0
H81641,THE PRACTICE COLLEGE ROAD,0.205335894,0.264920794,0.057945824
H81642,UPPER HALLIFORD MEDICAL CENTRE,0.49894151,0.282243089,0.025180626
H81643,MAYBURY SURGERY,0.398149501,0.273373967,0.031184512
H81644,FOUNTAIN PRACTICE,0.328647112,0.44059465,0.012464275
H81647,NEW INN SURGERY,0.505988315,0.295092044,0.020908335
H81648,PEASLAKE SURGERY & DISP.,-97,-97,-97
H81656,SHADBOLT PARK HOUSE SURG,0.658724389,0.235928479,0.041147503
H81658,NEW OTTERSHAW SURGERY,0.606973691,0.326915541,0.018196268
H81663,ASHLEY MEDICAL PRACTICE,0.418644506,0.312592445,0.030588168
H81664,DR R J POOL,0.540849546,0.267947826,0.005314855
H81667,SOUTH PARK SURGERY,0.141680594,0.402029023,0.01881646
H81672,LANTERN SURGERY,0.626111187,0.239793031,0
H82002,THE LYONS PRACTICE,0.606691999,0.320605241,0
H82003,MEADOWS SURGERY,0.68029129,0.2730603,-98
H82004,COWFOLD SURGERY,0.56552288,0.257259566,0
H82005,CUCKFIELD MEDICAL CENTRE,0.641927478,0.223461211,0.054736604
H82006,THE PETWORTH SURGERY,0.677668125,0.21136992,0.007469464
H82007,WESTCOURT MEDICAL CENTRE,0.432957587,0.359021531,0.009572115
H82008,SHIP STREET SURGERY,0.586528493,0.261832946,0.01295029
H82009,ST.LAWRENCE SURGERY,0.652929161,0.302779036,0
H82010,JUDGES CLOSE SURGERY,0.469992697,0.415517021,0.006923748
H82011,STRAND MEDICAL GROUP,0.313115961,0.276298689,0.018050713
H82012,LEACROFT MEDICAL PRACTICE,0.452458473,0.306372279,0.008118593
H82013,LANGLEY HOUSE SURGERY,0.642383624,0.300176872,0
H82014,COPPICE SURGERY,0.660326419,0.220154449,0.006224167
H82015,PHOENIX MEDICAL GROUP,0.401009143,0.377091176,0.010766103
H82016,BERSTED GREEN SURGERY,0.325750662,0.341784957,0.036390645
H82017,PARK SURGERY,0.432658481,0.350093206,0.02442946
H82020,BOGNOR MEDICAL CENTRE,0.30178521,0.418048932,0.018044578
H82021,ARUNDEL SURGERY,0.684663867,0.233549671,0
H82022,STEYNING HEALTH CENTRE,0.627115503,0.294688075,0.006643507
H82023,ADUR MEDICAL GROUP,0.414294513,0.363216674,0
H82024,SEAL MEDICAL GROUP,0.4592479,0.308281769,0.014589594
H82025,WOODLANDS&CLERKLANDS PARTNERSHIP,0.37321716,0.356719241,0
H82026,SAXONBROOK MEDICAL CENTRE,0.317909405,0.399673286,0.046781336
H82027,RUDGWICK MEDICAL CENTRE,0.621130602,0.25984889,0.026928298
H82028,THE COURTYARD SURGERY,0.459136338,0.339077926,0.016534537
H82029,THE MANOR PRACTICE,0.626923824,0.273238183,0.0477088
H82030,PULBOROUGH MEDICAL GROUP,0.547428588,0.257157611,0.026785753
H82031,LOXWOOD SURGERY,0.627850346,0.246339962,0.055037764
H82032,RIVERBANK MEDICAL CENTRE,0.523443585,0.349104803,0.018473972
H82033,GOSSOPS GREEN MEDICAL CTR,0.296443775,0.352948195,0
H82034,LIME TREE SURGERY,0.476510321,0.342709559,0
H82035,LINDFIELD MEDICAL CENTRE,0.770531779,0.190358898,-98
H82036,ORCHARD SURGERY,0.544834757,0.34798046,0.013142037
H82037,SELSEY MEDICAL PRACTICE,0.408134874,0.391889814,0.028123822
H82038,FLANSHAM PARK HEALTH CENTRE,0.616399252,0.300717548,0.017900233
H82039,PARK SURGERY,0.505975165,0.280958727,0
H82040,CRAWLEY DOWN HEALTH CENTRE,0.526263855,0.325082306,0
H82041,VICTORIA ROAD SURGERY,0.444509485,0.384215645,0
H82042,CATHEDRAL MEDICAL GROUP,0.355634001,0.385319686,0
H82043,GROVE HOUSE SURGERY,0.601907019,0.290447354,-98
H82044,DOLPHINS PRACTICE,0.495522314,0.325304832,0
H82045,WORTHING MEDICAL GROUP,0.396517086,0.296628086,0.011541487
H82046,BROADWATER MEDICAL CENTRE,0.457845915,0.277920843,0.011813253
H82047,BRIDGE MEDICAL CENTRE,0.250665168,0.427238787,0.015055546
H82048,AVISFORD MEDICAL GROUP,0.502595271,0.31360612,0
H82049,PARKLANDS SURGERY,0.445746042,0.36527029,0.023931385
H82050,IFIELD MEDICAL PRACTICE,0.506022735,0.257930626,0.099951876
H82051,LAVANT ROAD SURGERY,0.563523595,0.323134877,0
H82052,POUND HILL MEDICAL GROUP,0.474669831,0.34971219,0.031160898
H82053,FURNACE GREEN SURGERY,0.494711201,0.365008168,0
H82055,BILLINGSHURST SURGERY,0.722241663,0.217829282,0
H82056,NEWTONS PRACTICE,0.52791517,0.349837841,0.011192266
H82057,MID SUSSEX HEALTH CARE,0.562537895,0.297848889,0.017812542
H82058,MAYWOOD HEALTH CARE CENTRE,0.426926721,0.362012525,0
H82059,WILLOW GREEN SURGERY,0.537639889,0.34373741,0
H82060,HENFIELD MEDICAL CENTRE,0.56137252,0.259379688,0.055747351
